prclient,prid,prid_filtered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault,pronsale
Kg Kurt Geiger,4484630829,4484630829,KG Kurt Geiger Women's Trainers Brown Synthetic Lighter Weave,https://www.shoeaholics.com/women/shoes/trainers/slip-on/lighter-weave-brown-polyurethane-kg-kurt-geiger-4484630829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Brown Lace Up Sneaker, Brown","Brown Lace Up Sneaker, Brown",69.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/4/4484630829.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,644,IN STOCK,,,Brown,,,16,TRUE,TRUE,TRUE
Kg Kurt Geiger,5138800829,5138800829,KG Kurt Geiger Women's Heels Black Synthetic Tilly,https://www.shoeaholics.com/women/shoes/heels/slingbacks/tilly-black-polyurethane-kg-kurt-geiger-5138800829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Slingback Heel, Black","Black Slingback Heel, Black",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/1/5138800829.jpg?v=1&width=800,Women > Shoes > Heels > Slingbacks,Women > Shoes > Heels > Slingbacks,01/09/2026,,FALSE,,201,IN STOCK,,,Black,,,336,TRUE,TRUE,TRUE
Kg Kurt Geiger,3944300109,3944300109,KG Kurt Geiger Women's Boots Black Leather Sage High Leg,https://www.shoeaholics.com/women/shoes/boots/heeled/sage-high-leg-black-leather-kg-kurt-geiger-3944300109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Leather Knee Boot, Black","Black Leather Knee Boot, Black",159.00,229.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/9/3944300109.jpg?v=1&width=800,(Uncategorized),(Uncategorized),01/09/2026,,FALSE,,256,IN STOCK,,,Black,,,205,TRUE,TRUE,TRUE
Steve Madden,5141431109,5141431109,Steve Madden Leni Dark Brown,https://www.shoeaholics.com/women/shoes/flats/leni-205-dark-brown-leather-steve-madden-5141431109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Leni Dark Brown """", 6 Uk, Dark Brown","Womens Steve Madden Leni Dark Brown """", 6 Uk, Dark Brown",99.00,120.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/1/5141431109.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,57,IN STOCK,,,Brown,,,955,TRUE,TRUE,TRUE
Kg Kurt Geiger,5141130109,5141130109,KG Kurt Geiger Women's Boots Brown Leather Trying,https://www.shoeaholics.com/women/shoes/boots/trying-brown-leather-kg-kurt-geiger-5141130109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Brown High Leg Leather Boots, Brown","Brown High Leg Leather Boots, Brown",139.00,199.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/1/5141130109.jpg?v=1&width=800,Women > Shoes > Boots,Women > Shoes > Boots,01/09/2026,,FALSE,,25,IN STOCK,,,Brown,,,1305,TRUE,TRUE,TRUE
Carvela,4492454979,4492454979,SPIRAL 80 HEEL,https://www.shoeaholics.com/women/shoes/heels/spiral-80-wine-synthetic-carvela-4492454979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Spiral Heel """", 3 Uk, Wine","Womens Carvela Spiral Heel """", 3 Uk, Wine",69.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/4/4492454979.jpg?v=1&width=800,Women > Shoes > Heels,Women > Shoes > Heels,01/09/2026,,FALSE,,13,IN STOCK,,,Red,,,1610,TRUE,TRUE,TRUE
Carvela,3917200979,3917200979,Carvela Women's Trainers Black Synthetic Diamond,https://www.shoeaholics.com/women/shoes/trainers/slip-on/diamond-zip-black-synthetic-carvela-3917200979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Zip Trainer, Black","Black Zip Trainer, Black",69.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/9/3917200979.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,149,IN STOCK,,,Black,,,514,TRUE,TRUE,TRUE
Kg Kurt Geiger,4487163829,4487163829,KG Kurt Geiger Women's Heels Silver Synthetic Allegra,https://www.shoeaholics.com/women/shoes/heels/high-heels/allegra-silver-polyurethane-kg-kurt-geiger-4487163829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Silver Crystal Heel, Silver","Silver Crystal Heel, Silver",99.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/4/4487163829.jpg?v=1&width=800,(Uncategorized),(Uncategorized),01/09/2026,,FALSE,,335,IN STOCK,,,Metallic,,,104,TRUE,TRUE,TRUE
Carvela,4529351979,4529351979,Carvela Women's Heel Red Dark Synthetic Carlotta,https://www.shoeaholics.com/women/shoes/heels/slingbacks/corletta-sling-court-red-dark-synthetic-carvela-4529351979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Dark Red Lizard Heel, Red Dark","Dark Red Lizard Heel, Red Dark",99.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/5/4529351979.jpg?v=1&width=800,Women > Shoes > Heels > Slingbacks,Women > Shoes > Heels > Slingbacks,01/09/2026,,FALSE,,106,IN STOCK,,,Red,,,694,TRUE,TRUE,TRUE
Steve Madden,4831710069,4831710069,Steve Madden Mash White,https://www.shoeaholics.com/women/shoes/flats/mash-104-white-fabric-other-steve-madden-4831710069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Mash White """", 5 Uk, White","Womens Steve Madden Mash White """", 5 Uk, White",69.00,90.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/8/4831710069.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,60,IN STOCK,,,White,,,925,TRUE,TRUE,TRUE
Carvela,4505010979,4505010979,Carvela Women's Heels White Synthetic Paparazzi Block,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/paparazzi-pearl-block-white-synthetic-carvela-4505010979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Paparazzi Pearl Block Heel """", 5 Uk, White","Womens Carvela Paparazzi Pearl Block Heel """", 5 Uk, White",119.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/5/4505010979.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,01/09/2026,,FALSE,,377,IN STOCK,,,White,,,78,TRUE,TRUE,TRUE
Kg Kurt Geiger,4486905829,4486905829,KG Kurt Geiger Women's Trainers Black Combination Synthetic Lillian,https://www.shoeaholics.com/women/shoes/trainers/slip-on/lillian2-black-combination-polyurethane-kg-kurt-geiger-4486905829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Upper Crystal Lace Up Sneaker, Black","Black Upper Crystal Lace Up Sneaker, Black",69.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/4/4486905829.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,242,IN STOCK,,,Black,,,247,TRUE,TRUE,TRUE
Carvela,4529200609,4529200609,Carvela Women's Court Heel Black Fabric Carlotta,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/corletta-court-black-fabric-carvela-4529200609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Corletta Court Heel """", 6 Uk, Black","Womens Carvela Corletta Court Heel """", 6 Uk, Black",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/5/4529200609.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,01/09/2026,,FALSE,,330,IN STOCK,,,Black,,,106,TRUE,TRUE,TRUE
Carvela,5177300979,5177300979,Carvela Women's Ankle Boot Black Synthetic Headline Coin,https://www.shoeaholics.com/women/shoes/boots/headline-coin-black-synthetic-carvela-5177300979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Leather Boot, Black","Black Leather Boot, Black",39.00,169.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/1/5177300979.jpg?v=1&width=800,Women > Shoes > Boots,Women > Shoes > Boots,01/09/2026,,FALSE,,91,IN STOCK,,,Black,,,754,TRUE,TRUE,TRUE
Carvela Comfort,4859500209,4859500209,Carvela Comfort Women's Block Heel Black Suede Festa,https://www.shoeaholics.com/women/shoes/sandals/festa-block-black-suede-carvela-comfort-4859500209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Comfort Festa Block Heel """", 6 Uk, Black","Womens Carvela Comfort Festa Block Heel """", 6 Uk, Black",79.00,159.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/8/4859500209.jpg?v=1&width=800,Women > Shoes > Sandals,Women > Shoes > Sandals,01/09/2026,,FALSE,,93,IN STOCK,,,Black,,,745,TRUE,TRUE,TRUE
Carvela,4611647979,4611647979,Carvela Women's Tote Bag Taupe Synthetic Maria,https://www.shoeaholics.com/women/bags/shoulder-bags/maria-midi-weave-taupe-synthetic-carvela-4611647979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Taupe Woven Tote Bag, Taupe","Taupe Woven Tote Bag, Taupe",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/6/4611647979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,01/09/2026,,FALSE,,62,IN STOCK,,,Taupe,,,916,TRUE,TRUE,TRUE
Carvela,4706444449,4706444449,Carvela Women's Tote Bag Bone Combination Maria Midi,https://www.shoeaholics.com/women/bags/shoulder-bags/maria-midi-tote-bone-combination-raffia-carvela-4706444449?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Natural Woven Raffia Tote Bag, Bone Combination","Natural Woven Raffia Tote Bag, Bone Combination",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/7/4706444449.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,01/09/2026,,FALSE,,36,IN STOCK,,,White,,,1148,TRUE,TRUE,TRUE
Kg Kurt Geiger,3931847209,3931847209,KG Kurt Geiger Women's Trainers Taupe Suede Louisa,https://www.shoeaholics.com/women/shoes/trainers/louisa2-taupe-suede-kg-kurt-geiger-3931847209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Taupe Suede Lace Up Sneaker, Taupe","Taupe Suede Lace Up Sneaker, Taupe",59.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/9/3931847209.jpg?v=1&width=800,Women > Shoes > Trainers,Women > Shoes > Trainers,01/09/2026,,FALSE,,7,IN STOCK,,,Taupe,,,1831,TRUE,TRUE,TRUE
Kg Kurt Geiger,5135662069,5135662069,KG Kurt Geiger Women's Heels Pewter Fabric Other Synthetic Fleur,https://www.shoeaholics.com/women/shoes/heels/high-heels/fleur-court-pewter-fabric-other-kg-kurt-geiger-5135662069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Metallic Grey Heel, Pewter","Metallic Grey Heel, Pewter",79.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/1/5135662069.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,01/09/2026,,FALSE,,66,IN STOCK,,,Metallic,,,890,TRUE,TRUE,TRUE
Kg Kurt Geiger,5135900799,5135900799,KG Kurt Geiger Women's Boot Black Synthetic Tiff,https://www.shoeaholics.com/women/shoes/boots/tiff-otk-black-suedette-kg-kurt-geiger-5135900799?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Microsuede Knee High Boot, Black","Black Microsuede Knee High Boot, Black",39.00,199.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/1/5135900799.jpg?v=1&width=800,Women > Shoes > Boots,Women > Shoes > Boots,01/09/2026,,FALSE,,18,IN STOCK,,,Black,,,1437,TRUE,TRUE,TRUE
Kg Kurt Geiger,4482461829,4482461829,KG Kurt Geiger Women's Heel Gold Synthetic Adina,https://www.shoeaholics.com/women/shoes/heels/high-heels/adina-gold-polyurethane-kg-kurt-geiger-4482461829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Lizard Heel, Gold","Gold Lizard Heel, Gold",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/4/4482461829.jpg?v=1&width=800,(Uncategorized),(Uncategorized),01/09/2026,,FALSE,,243,IN STOCK,,,Metallic,,,245,TRUE,TRUE,TRUE
Kg Kurt Geiger,4484661829,4484661829,KG Kurt Geiger Women's Trainers Gold Syntehtic Lighter Weave,https://www.shoeaholics.com/women/shoes/trainers/slip-on/lighter-weave-gold-polyurethane-kg-kurt-geiger-4484661829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Metallic Gold Lace Up Sneaker, Gold","Metallic Gold Lace Up Sneaker, Gold",69.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/4/4484661829.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,100,IN STOCK,,,Metallic,,,719,TRUE,TRUE,TRUE
Carvela,5134600069,5134600069,Carvela Women's Heels Black Synthetic Occasion Sonata,https://www.shoeaholics.com/women/shoes/heels/block-heels/sonata-platform-black-fabric-other-carvela-5134600069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Crystal Platform Heel, Black","Black Crystal Platform Heel, Black",59.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/1/5134600069.jpg?v=1&width=800,Women > Shoes > Heels > Block-heels,Women > Shoes > Heels > Block-heels,01/09/2026,,FALSE,,144,IN STOCK,,,Black,,,526,TRUE,TRUE,TRUE
Kurt Geiger London,5240330109,5240330109,Kurt Geiger Women's Boots Brown Leather Kingsley,https://www.shoeaholics.com/women/shoes/boots/ankle/kingsley-block-heel-boot-brown-leather-kurt-geiger-london-5240330109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Kingsley Block Heel Boot """", 7 Uk, Brown","Womens Kurt Geiger London Kingsley Block Heel Boot """", 7 Uk, Brown",59.00,239.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/2/5240330109.jpg?v=1&width=800,Women > Shoes > Boots > Ankle,Women > Shoes > Boots > Ankle,01/09/2026,,FALSE,,15,IN STOCK,,,Brown,,,1532,TRUE,TRUE,TRUE
Kg Kurt Geiger,5138200109,5138200109,KG Kurt Geiger Women's Flats Black Leather Molly,https://www.shoeaholics.com/women/shoes/flats/molly-black-leather-kg-kurt-geiger-5138200109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kg Kurt Geiger Molly Loafer """", 6 Uk, Black","Womens Kg Kurt Geiger Molly Loafer """", 6 Uk, Black",79.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/1/5138200109.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,302,IN STOCK,,,Black,,,140,TRUE,TRUE,TRUE
Carvela,3880648209,3880648209,Carvela Women's Boots Camel Suede Ignite Chelsea,https://www.shoeaholics.com/women/shoes/boots/ankle/ignite-chelsea-camel-suede-carvela-3880648209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Camel Suede Ankle Boot, Camel","Camel Suede Ankle Boot, Camel",49.00,169.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/8/3880648209.jpg?v=1&width=800,Women > Shoes > Boots > Ankle,Women > Shoes > Boots > Ankle,01/09/2026,,FALSE,,120,IN STOCK,,,Tan,,,638,TRUE,TRUE,TRUE
Kg Kurt Geiger,4482454829,4482454829,KG Kurt Geiger Women's Heels Purple Patent Synthetic Adina,https://www.shoeaholics.com/women/shoes/heels/high-heels/adina-wine-polyurethane-kg-kurt-geiger-4482454829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Wine Patent Slingback Heel, Wine","Wine Patent Slingback Heel, Wine",89.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/4/4482454829.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,01/09/2026,,FALSE,,45,IN STOCK,,,Red,,,1049,TRUE,TRUE,TRUE
Carvela,4496219979,4496219979,Carvela Women's Trainers White Other Synthetic Fiora,https://www.shoeaholics.com/women/shoes/trainers/slip-on/fiora-sneaker-white-other-synthetic-carvela-4496219979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Fiora Trainer """", 3 Uk","Womens Carvela Fiora Trainer """", 3 Uk",59.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/4/4496219979.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,125,IN STOCK,,,,,,613,TRUE,TRUE,TRUE
Kurt Geiger London,3871771719,3871771719,Kurt Geiger Women's Heels Dark Green Mayfair,https://www.shoeaholics.com/women/shoes/heels/slingbacks/kgl-mayfair-sling-sm-egl-dark-green-snake-print-kurt-geiger-london-3871771719?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Dark Green Embossed Slingback Heel, Dark Green","Dark Green Embossed Slingback Heel, Dark Green",129.00,199.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/8/3871771719.jpg?v=1&width=800,Women > Shoes > Heels > Slingbacks,Women > Shoes > Heels > Slingbacks,01/09/2026,,FALSE,,81,IN STOCK,,,Green,,,812,TRUE,TRUE,TRUE
Carvela,5225166979,5225166979,Carvela Women's Trainer Gold Synthetic Martina,https://www.shoeaholics.com/women/shoes/trainers/slip-on/martina-sneaker-gold-combination-synthetic-carvela-5225166979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Metallic Gold Lizard Trainer, Gold Combination","Metallic Gold Lizard Trainer, Gold Combination",69.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/2/5225166979.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,15,IN STOCK,,,Metallic,,,1533,TRUE,TRUE,TRUE
Kg Kurt Geiger,5139000109,5139000109,KG Kurt Geiger Women's Loafers Black Leather Tasha,https://www.shoeaholics.com/women/shoes/flats/tasha-loafer2-black-leather-kg-kurt-geiger-5139000109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Leather Horsebit Chain Loafer, Black","Black Leather Horsebit Chain Loafer, Black",89.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/1/5139000109.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,138,IN STOCK,,,Black,,,551,TRUE,TRUE,TRUE
Kg Kurt Geiger,5136600829,5136600829,KG Kurt Geiger Women's Trainer Black Synthetic Lina,https://www.shoeaholics.com/women/shoes/trainers/slip-on/lina-laceup-black-polyurethane-kg-kurt-geiger-5136600829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kg Kurt Geiger Lina Lace Up Sneaker """", 5 Uk, Black","Womens Kg Kurt Geiger Lina Lace Up Sneaker """", 5 Uk, Black",89.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/1/5136600829.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,791,IN STOCK,,,Black,,,4,TRUE,TRUE,TRUE
Kurt Geiger London,5092600789,5092600789,Kurt Geiger Women's Heels Black Velvet Synthetic Bloom,https://www.shoeaholics.com/women/shoes/sandals/heeled/bloom-mule-black-velvet-kurt-geiger-london-5092600789?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Velvet Mule Heel, Black","Black Velvet Mule Heel, Black",39.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/0/5092600789.jpg?v=1&width=800,Women > Shoes > Sandals > Heeled,Women > Shoes > Sandals > Heeled,01/09/2026,,FALSE,,108,IN STOCK,,,Black,,,683,TRUE,TRUE,TRUE
